id,url,anio,num,titulo,var1,var2,fuente_texto,pais_excluyente,url_pdf,url_xml
11,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/37964,2015,33,Cluster minero sin cluster social,"Antofagasta, a commodity region by excellence, as well as the most representative of the model based on export, plays a significant role in defining macroeconomic balance, along with some of the most relevant items in the national budget, including national and social security. Chile relies as much on copper as it does on Antofagasta: the country's economic sustainability is tightly linked to the copper market and the territories where said metal is produced. If the country is vulnerable to the resource's fluctuation in price, Antofagasta reflects this dependency to the extreme. Antofagasta, the most global city in Chile, capital of the second largest regional economy in the country, which register the second highest international investment and is the most important in the export and per capita income, is the one that shows the largest gap between its income poverty (4%) and its multidimensional poverty (20.7%). This fact confirms that economic growth does not translate into development: the mining cluster strategy has failed in the generation of a social cluster.",Antofagasta; sustentabilidad; equidad; cluster; regiones mineras,html,,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/37964/39791,
12,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/39418,2016,34,Planificación territorial y mitigación de impacto de tsunami en Chile después del 27 Febrero 2010,"This article analyses the role of urban planning in mitigating the impact of tsunami in Chile, especially in response to the tsunami of February 27th, 2010. It examines the policies to reduce the impact of tsunami developed at the national level and analyses and compares tsunami mitigation measures proposed at the local level in recent reconstruction plans (PRES) for coastal towns and villages, through a detailed policy review and semi structured interviews with key actors. This article shows that tsunami mitigation measures proposed in the non-binding PRES are being developed in a weak national regulatory framework and focus strongly on ""anti-tsunami"" engineering solutions. Other available planning tools like risk zoning and relocation have only been proposed in a few coastal reconstruction plans without suitable instruments for their implementation and lacking an active participation of citizens.",planificación urbana; mitigación impacto tsunami; reconstrucción; resiliencia,html,,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/39418/43589,
13,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/39576,2016,34,Renovación urbana y gentrificación post-catástrofe en Concepción,"The study of Aurora de Chile reveals the existence of a gentrification process associated to urban renewal policies and natural disasters -earthquakes- in the riverfront neighbourhood of Aurora, as symbolic tools that justify the development of urban operations that are being implemented without participatory strategies. Through a methodology based on the revision of urban planning instruments, ethnographic observations, interviews to key informants and neighbour conversation groups, the different phases of the urban renewal process were analyzed, noting the arguments related to planning and reconstruction, and how these symbolic constructions determine the expression, of the different actors involved, regarding the city and its post catastrophe development. Finally it is proposed that a strategy of urban renewal of the riverfront exists, and that it uses the earthquake as an opportunity to trigger the acceleration of joint public and private projects, but it&rsquo;s not made explicit in an urban planning project. Thus, naturalizing the need that the inhabitants of this urban village ""sacrifice"" part of their land and identity for the good and future development of the city.",Gentrificación; Reconstrucción; Renovación Urbana,html,,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/39576/43594,
14,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/39724,2016,34,Estigma territorial y gentrificación post desastre 2014. El caso de las poblaciones pericentrales norte de Iquique,"The process of gentrification in middle size cities like Iquique, is a growing phenomenon. The speed of this dynamic has made both real estate developers and local government to look at historic grounds, which have suffered a strong devaluation due to territorial stigma, along with the consequences of recent natural disasters, as a viable option to energize new real estate development. Thus, the case of north pericentral settlements of Iquique help to deepen the study about gentrification in a post-disaster scenario, where the subjects potentially displaced are the most vulnerable inhabitants of the city. Gentrification under said conditions represents an opportunity for the local government to do social cleanup, and allows the real-estate agencies to capitalize with disasters.",stigma territorial; gentrificación post desastre; limpieza social,html,,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/39724/43591,
15,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/40049,2016,35,Proyectos Urbanos Estratégicos para Valparaíso,"This paper presents the academic experience of an architecture workshop oriented towards urban design through the development of Urban Strategic Projects in ravines, where the issue is spatial planning, based on the valorization of local heritage (understanding and acting in relation to local culture and vocation of these territories) to achieve sustainable development for the hills in Valparaiso, Chile. The practical relevance is to reverse the process of marginalization associated with various environmental problems (micro-landfills, illegal occupation of land and fire hazard, among others), creating new urban centers and handling ravines with new uses.",Estrategia urbana; nueva centralidad urbana; patrimonio cultural; proyecto urbano estratégico; quebradas,html,,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/40049/46760,
16,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/40050,2016,35,"Puesta en Valor del Patrimonio Agrícola en Ciudades Intermedias, caso Chillán","From the current territorial scenario, in which the rural persists in all its identity, social and economic terms, the value of productive agricultural land loses extension, in a constant struggle to overcome the urban sprawl. Structural modifications of the peri-urban areas in recent decades present us with the consolidation of the processes of growth and uneven urban transformation, which under the prevailing neoliberal model and persistent, become increasingly visible in cities of intermediate range. While the metropolitan scale have not acquired even greater speeds urban growth. The study compares developments related to urban development of the area concerned to analyze the dynamics of urban growth and loss of agricultural land indicators. While cities midrange promote the consumption of urban land, there is an opportunity to highlight the wealth and productive value of agricultural land.",Ciudades intermedias; crecimiento extensivo; patrimonio agrícola productivo,html,,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/40050/46761,
17,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/40078,2016,34,Las Caletas de Chile,"Fishing coves in Chile have originated back into even prehistoric times and represent a way of life associated with a family economy passed on from generation to generation. Some of these settlements have a relationship of dependency and conflict with the larger nuclear urban centers. Such is the case of the Coquimbo Bay where San Pedro and Pe&ntilde;uelas, are little settlements in the process of being integrated into the conurbation of La Serena-Coquimbo. Using a socio-spatial analysis, this investigation inquiry into the relationships that the cove communities establish with their inhabited space, identifying the formal and spatial elements that are most valued and appropriated by their inhabitants along with the elements of community identity and their contextual support. It&rsquo;s evident the direct relationship between productive activity and residential space, as a fundamental element in the conservation and identity development of the coast border, in context of vulnerability to natural and human threat.",Caletas urbanas; patrimonio; integración urbana; Coquimbo,html,,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/40078/43592,
18,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/40394,2016,34,Explorando luz solar en modelos de desarrollo inmobiliario. Aplicaciones en cinco ciudades chilenas.,"Explosive growing of building stock in the last years on the Chilean cities has been reflected on skyscrapers real states nodes that burst urban form. Externalities are observed as shadows that impact on thermal and luminous conditions above neighbourhood buildings and urban space. Those buildings have been constructed according to urbanism normative but they affect incident sunlight on facades and ground. Consequently it decreases possibilities to capture and use as clean renewable energy, relevant issue in current context of Net Billing. The objective of the paper is to explore different ways of plot site changing building height but keeping built coefficient in five Chilean cities: Santiago, Valpara&iacute;so, Concepción, Temuco, and Puerto Montt. Methodology consists of computational 3D modelling and energy simulation of spatial configuration. Cities selected are located on waterfront or on central valley in the middle of the Chilean territory in which there are the most urbanized areas with significant real state growing. Results shows higher energy values on facades of spatial configuration with high buildings and lower ones on ground. Thus a discussion is highlighted whether current urban ordinance should promote sunlight capture on private (facades) or public space (ground) or simply both of them.",Luz solar; norma urbanística; inmobiliaria; net billing; forma urbana,html,,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/40394/43882,
19,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/42840,2016,35,Política de Reconstrucción y Desplazamiento,"The 8.8 magnitude earthquake (27F) affected the south central zone of Chile on 27 of February 2010. The Maule Region was one of the most affected and its capital, Talca, suffered the destruction of an important part of its center, which constitutes 20% of its built urban area. Many non-proprietary families lived there with vulnerability conditions. Based on the review of secondary data, official documents and press information, this paper explores how government, private and civil society sectors acted in the face of the problem of non-owner families in the center of Talca. From the analysis, it is argued the lack of ownership, socioeconomic status and the prevalence of female household heads and older adults, were risk factors that made them vulnerable to losing their location. This risk condition was not addressed by public policies, with a lack of territorial perspective and consideration of the right to location. It is concluded that apart from a weak master planning system, the biggest obstacle was the absence of a public policy that would not allow to deal with the effects of the earthquake properly and to include both the needs and expectations of civil society.",Desplazamiento; política de vivienda; reconstrucción,html,,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/42840/46766,
20,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/45131,2017,37,Segregación socio-residencial. Aproximaciones a un sistema de indicadores de medición social territorial,"Social segregation can be understood from different dimensions, being the quantitative focus, one of the challenges still to be applied for the Latin American context. The research provides a set of theoretical-operational approaches for the creation of indicators of residential segregation, linking both territorial and social variables, in order to give a greater representation of the physical space that is studied. For this, a methodology based on the use of twelve indicators is applied which is grouped into three main axioms (proximity and basic services; housing and built space and social; and economic characterization - and its application in the Miraflores Alto, Viña del Mar, Chile. It is analyzed how these territorial and social factors determine different degrees, levels or forms of social segregation. The paper conclude that the application of neighborhood units fragments the territory, in contrast with the presence of primary educational establishments, as key equipment that dialogues and complements with the community.",fragmentación urbana; segregación; sistema de indicadores; unidades vecinales,html,,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/45131/51332,
21,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/47987,2017,37,"Habitar en la quebrada. Resiliencia urbana y lenguaje de patrones en Valparaíso, Chile","Given the complexity of the processes of vernacular urban settlement in Valparaíso, Chile is that it is necessary to develop modes of understanding and analysis of reality that integrate this complexity. In this article, a theoretical-methodological review of two theoretical approaches that allow an approach and understanding to the problem of inhabiting Valparaíso and the formation of urban fabric, its social ties, and characteristic vernacular character is made. On the one hand, the notion of Alexander's language of habitability patterns and on the other, the notion of urban resilience, allowing a more comprehensive study framework that characterizes, describes and understands such complexity. Some studies and their consequent analysis criteria are reviewed that describe the own vernacular habitat in Valparaiso, allowing us an understanding of an integral recognition of their potential as risks, based on their own characteristics and of ravine nature.",asentamiento vernacular; quebrada; resiliencia urbana; Valparaíso,html,,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/47987/51331,
22,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/48216,2018,38,"¿Urbanización fallada? La Falla San Ramón como nuevo escenario de riesgo sísmico y la sostenibilidad de Santiago, Chile","Santiago, capital city of Chile inhabited by ca. 7 million persons (INE, 2018), is located at the foot of the western flank of the main Andes Cordillera, which is one of the most active mountain chains worldwide. The eastern border of the city, located at the piedmont of the mountain front, experienced an accelerated urbanization in the last four decades with respect to the previous four centuries, with subsequent increased risk associated to geological hazards among of them the possibility for crustal earthquakes along the active San Ramon thrust fault system. Here, we explore this new seismic risk scenario by comparing first order urban mapping at different stages of the horizontal expansion of the city, including the location of the geological structure, with urban policies developed since 1960. Our results show that -at present- urbanization reached 55% of the San Ramon fault trace, evidencing that this active geological structure has not been considered in urban regulations developed for the metropolitan region. We conclude the necessity to unravel normative and knowledge gaps in order to relate the natural geological hazard with the urban planning, as an opportunity to progress toward a sustainable development of the mega-city of Santiago.","crecimiento urbano; Falla San Ramón; planificación urbana; riesgo sísmico; Santiago, Chile; sostenibilidad urbana; urbanización fallada",html,,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/48216/62321,
23,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/48666,2018,38,"Neoliberalismo y transformaciones socio-espaciales en caletas urbanas del Área Metropolitana de Concepción. Los casos de Caleta Los Bagres y Caleta Cocholgüe, Tomé","The coves of Chile are coastal settlements focused on small-scale artisanal fishing. Currently, they coexist with larger urbanized systems-mega infrastructures, ports, cities, etc.-which generate tensions and threats to traditional socio-cultural, economic and habitability practices. The article explores these tensions, focusing on the cases of Los Bagres and Cocholgüe in the municipality of Tomé, Metropolitan Area of Concepción. To do this, it proposes to understand the socio-spatial transformation processes of the coves, and their adaptation strategies to the effects of the neoliberal development model. The research methodology is qualitative, based on a combination of social and spatial analysis, incorporating information gathering techniques such as review of bibliographic sources, conducting semi-structured interviews, field survey, and information processing and analysis, based on to the organization of transformation processes and adaptation strategies, which are mapped and schematized. This evolution is organized in phases, accompanied by interpretation maps of urban growth. The results have allowed us to reflect on the fragilities of the creeks on two levels. First, in their internal configuration as places that combine life and work, because when the resource that gave birth to them is reduced, their sustainability is put at risk. Second, in its exposure to processes of invisibility or eradication, which describe the levels of their integration into urban environments. Finally, it has allowed us to reflect on the need to preserve and value their ways of life and the spaces that account for them, as a central part of the identity and sustainability of the coastal urban territories of the country.",caletas urbanas; hábitat urbano; patrimonio pesquero; pesca artesanal,html,,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/48666/52895,
24,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/48702,2018,38,Imaginarios urbanos sobre topofilia y topofobia,"As an element of memory and social capital construction, Infrastructure projects constitutes an exquisite model of sovereignty and integral control of the territory that gets materialised in a social memory, through a cultural landscape. This paper is set to explore, in a qualitative dimension, the development of a local and cultural landscape; the changes that has been produced in the territory as the physical matrix, as well as the memory of the community from the city of La Unión (Chile), after the installation of the Llollelhue hydroelectric plant, also known as La Turbina [the turbine]. The architecture, the building that control the water supply, still remain as an important part of the city landscape, with heritage attributes and current profitable vocation. The methodology uses a multiple-scales approach of landscape and social memory, linked as an element of the sociocultural dimension. The preliminary results point to characterize a matrix of the collaborative dynamics, between landscape and society. Thus, this cultural landscape developed by La Turbina, is defined as a heritage system that conjugates features that go far beyond the limits of a building and they refer an epistemology of territory.",arquitectura de la modernidad; memoria; paisaje cultural; patrimonio y sociedad,html,,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/48702/52914,
25,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/48762,2018,39,Expresión cartográfica y atributos urbanísticos de Valdivia y Nueva Imperial (sur de Chile),"This paper presents a planimetric analysis based on the systematization of documents, cartography and historical information of two southern cities of Chile: Valdivia and Nueva Imperial. From two groups of historical cartography, representative urbanistic elements, urban growth phases, and patterns in the property division were determined for each city. The urban history of those cities is valued individually and jointly, in a broader historical and territorial process. The study distinguishes substantial chronological differences in the political process that originated the two cities. However, both present similarities in its location, scale and the own attributes of the Spanish American checkerboard street plan--active during the Chilean occupation of Araucanía in the late nineteenth century. The projection of the analytical methodology presented seeks its relevance for the study of other cities in southern Chile, valuing the interdisciplinary work on cartographic collections and cartography of cities preserved in diverse local, national and international archives.",Análisis planimétrico; ciudades del siglo XIX; ciudades del sur de Chile; urbanismo hispanoamericano,html,,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/48762/54434,
26,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/48831,2018,38,"Paisajes culturales: la instalación de la central hidroeléctrica Llollelhue, La Turbina, en la ciudad de La Unión","As an element of memory and social capital construction, Infrastructure projects constitutes an exquisite model of sovereignty and integral control of the territory that gets materialised in a social memory, through a cultural landscape. This paper is set to explore, in a qualitative dimension, the development of a local and cultural landscape; the changes that has been produced in the territory as the physical matrix, as well as the memory of the community from the city of La Unión (Chile), after the installation of the Llollelhue hydroelectric plant, also known as La Turbina [the turbine]. The architecture, the building that control the water supply, still remain as an important part of the city landscape, with heritage attributes and current profitable vocation. The methodology uses a multiple-scales approach of landscape and social memory, linked as an element of the sociocultural dimension. The preliminary results point to characterize a matrix of the collaborative dynamics, between landscape and society. Thus, this cultural landscape developed by La Turbina, is defined as a heritage system that conjugates features that go far beyond the limits of a building and they refer an epistemology of territory.",arquitectura de la modernidad; memoria; paisaje cultural; patrimonio y sociedad,html,,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/48831/52919,
27,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/48834,2018,38,Concentración y homogeneidad socioeconómica,"The present article aims to analyze the study of homogeneity and polarization phenomena associated with urban segregation in six Chilean intermediate cities: Iquique - Alto Hospicio, Antofagasta, La Serena - Coquimbo, Rancagua - Machalí, Talca and Temuco - Padre Las Casas. Methodologically, the case study will be approached through the comparison between the cartographic representation of traditional urban segregation (predominant socioeconomic groups) and a proposal of representation of socioeconomic homogeneity based on the standard deviation between the percentages of each group. Among the cross-sectional results of the research, the presence of: 1) socio-economic heterogeneity in urban centers mainly through groups C2 and C3, with presence of ABC1 and D in some particular cases; 2) social homogeneity in urban peripheries, highlighting groups ABC1 and C3 and; 3) location of low socio-economic groups in areas whose geographical barriers limit their access to centrality.",ciudades intermedias; crecimiento urbano; desigualdad urbana; homogeneidad social; segregación residencial,html,,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/48834/53108,
28,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/50434,2018,38,La máquina de crecimiento en una ciudad minera y el papel del espacio público,"Chile's export boom has transformed northern cities, generating rapid urban growth, changing structures and promoting emblematic projects, including public spaces such as Kaukari Park in Copiapó. This responds to some shortcomings of the city, as the deficiency of public spaces in terms of quantity and quality, but it is also an expression of a logic of urban growth, intrinsically linked to the reproduction of capital and to financial liquidity. In this sense, it is that the present work aims to recover the conceptual proposal of the ""growth machine"", questioning its applicability to the case of mining cities, under the influence of an export boom. It does so by discussing the conceptual link between the momentum generated by the mining boom, the materialization of liquidity in real estate investment and the construction of public spaces. To illustrate this reflection, an exploratory analysis of the spatial-temporal distribution of building permits in Copiapó, and of certain elements of the discourse on public space projects, particularly Kaukari Park, is presented. The results illustrate how the discourses on this particular park are articulated with a premise of growth and it shows the orientation of building permits submitted by companies and specifically the real estate sector towards large infrastructure projects. It can be assumed that this produces economic benefits for certain agents, but a new centrality is also being",espacio público; inversión inmobiliaria; máquina de crecimiento,html,,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/50434/52950,
29,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/50800,2018,39,Hacia la utopía concreta,"This article introduces the method of the concrete utopia for exploring feasible alternatives to transform the port of Antofagasta. This urban infrastructure has been criticized because a series of socio-spatial problems related to its productive activities, especially regarding the storage of toxic materials near the downtown. Based on a series of documented experiences that has tried to transform the relationship between this port and the city, this article explores how these ideas may be reconsidered in the current context. Thus, on one hand, the article valorizes the concrete utopia for developing urban design proposals and on the other hand it discusses the critical role of Antofagasta’s port within the urban tissue, aiming to provide arguments for debating about its future.",Antofagasta; ciudad puerto; contaminación; diseño urbano; utopía concreta,html,,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/50800/54568,
30,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/51539,2019,40,El comportamiento infraestructural: prácticas relacionales en torno a la materia urbana,"Considering the relational effect of the methods with which we gather information about what surrounds us, the article explores how from the capture and representation data referring to the materiality of buildings in Chile, a distributive behavior is drawn that is also a way of different disposition to the one that develops around the architectural typologies and the types of cities. The instruments and observed data help, insofar as they record the reference of the buildings without considering their final form or function, they allow the observation of a properly infrastructural quality of the subject.",Edificación; infraestructura; materialidad; objetos de frontera; prácticas de cooperación,html,,https://revistaurbanismo.uchile.cl/index.php/RU/article/view/51539/56358,
